1,0.632855568,0.753333333,0.750382848,0.725038402,0.64604811
2,0.605371901,0.733552632,0.742236025,0.72392638,0.636678201
3,0.615873016,0.748768473,0.742946708,0.700934579,0.648180243
4,0.602910603,0.754530478,0.755832037,0.686804452,0.651877133
5,0.62962963,0.72972973,0.742138365,0.738654147,0.660899654
6,0.60460251,0.75,0.742138365,0.727858293,0.621761658
7,0.637168142,0.747107438,0.740061162,0.705882353,0.627865961
8,0.61424017,0.739413681,0.748829953,0.689759036,0.65862069
9,0.626218852,0.746268657,0.739469579,0.727272727,0.643478261
10,0.605042017,0.749174917,0.748043818,0.742424242,0.651877133
11,0.614893617,0.729684909,0.76635514,0.709576138,0.636521739
12,0.616352201,0.750830565,0.735877863,0.727272727,0.630662021
13,0.668229777,0.735440932,0.750387597,0.730650155,0.627586207
14,0.615058324,0.733333333,0.742331288,0.712715856,0.648083624
15,0.63800905,0.736318408,0.735703246,0.701754386,0.620811287
16,0.616365569,0.734557596,0.724683544,0.695517774,0.614310646
17,0.62745098,0.722772277,0.746543779,0.701095462,0.645833333
18,0.616740088,0.743333333,0.755832037,0.691823899,0.63028169
19,0.622702703,0.731218698,0.739811912,0.487903226,0.656303972
20,0.641340782,0.743801653,0.768273717,0.711811024,0.631944444
21,0.633707865,0.730578512,0.752688172,0.689230769,0.630472855
22,0.631236443,0.741721854,0.736349454,0.715151515,0.628070175
23,0.62459893,0.744645799,0.747663551,0.668874172,0.626970228
24,0.601677149,0.730578512,0.763803681,0.729264476,0.638596491
25,0.640360767,0.744262295,0.750382848,0.631932773,0.644939966
26,0.613924051,0.733884298,0.740061162,0.717325228,0.639032815
27,0.610526316,0.738916256,0.733858268,0.709876543,0.610714286
28,0.630167598,0.745874587,0.713846154,0.722560976,0.639718805
29,0.64,0.741721854,0.754658385,0.721875,0.642735043
30,0.640360767,0.747940692,0.746081505,0.710059172,0.658536585
31,0.626768226,0.733884298,0.755134281,0.672051696,0.641114983
32,0.631808279,0.745874587,0.742589704,0.699088146,0.625874126
33,0.597771023,0.742574257,0.742770167,0.72392638,0.657627119
34,0.633444075,0.754152824,0.737654321,0.726429675,0.63464837
35,0.63215859,0.735294118,0.7566719,0.737951807,0.64137931
36,0.636262514,0.729064039,0.725308642,0.638370119,0.643356643
37,0.640181612,0.738056013,0.736024845,0.733333333,0.647787611
38,0.577114428,0.742951907,0.745709828,0.723338485,0.648370497
39,0.630196937,0.734219269,0.727848101,0.692185008,0.639718805
40,0.64180791,0.745928339,0.727848101,0.697530864,0.6271777
41,0.628190899,0.742574257,0.740279938,0.721617418,0.642487047
42,0.639380531,0.749585406,0.758190328,0.716923077,0.64921466
43,0.600840336,0.717781403,0.752755906,0.703470032,0.642105263
44,0.635658915,0.749174917,0.743119266,0.682389937,0.652991453
45,0.617067834,0.728476821,0.759146341,0.726153846,0.627787307
46,0.617204301,0.738056013,0.74691358,0.709774436,0.660929432
47,0.624864865,0.735632184,0.719135802,0.696734059,0.641247834
48,0.618025751,0.748768473,0.763239875,0.580985915,0.664347826
49,0.608421053,0.731466227,0.739811912,0.68125,0.662020906
50,0.634636872,0.722772277,0.713178295,0.702028081,0.648370497
